cycle,range_bin,doppler_bin,output_hex
1190195000,28,9,0056ff45
1190205000,28,10,ff71fe7e
1190215000,28,11,023f0519
1190225000,28,12,fda6fa76
1190235000,28,13,01f201f8
1190245000,28,14,feb60026
1190255000,28,15,00300028
1190265000,28,16,0123ff1d
1190275000,28,17,fef200a9
1190285000,28,18,feef0056
1190295000,28,19,010dff50
1190305000,28,20,ffe3ffb4
1190315000,28,21,fffb00df
1190325000,28,22,ff630049
1190335000,28,23,00e2ff45
1190345000,28,24,016a001d
1190355000,28,25,fdce0053
1190365000,28,26,0147fe66
1190375000,28,27,fde70251
1190385000,28,28,02b0fe5c
1190395000,28,29,fe080056
1190405000,28,30,01de018a
1190415000,28,31,fdaafe0a
1195495000,29,0,00a6fec6
1195505000,29,1,005d0209
1195515000,29,2,feadfe45
1195525000,29,3,00f801bf
1195535000,29,4,feb6012b
1195545000,29,5,0279fd41
1195555000,29,6,feaa01aa
1195565000,29,7,ff69feb6
1195575000,29,8,01570175
1195585000,29,9,fe7efe1f
1195595000,29,10,017800bb
1195605000,29,11,fe170248
1195615000,29,12,01c9fd55
1195625000,29,13,ff2effab
1195635000,29,14,00c70242
1195645000,29,15,fff7fd39
1195655000,29,16,ffb40276
1195665000,29,17,00a3ff33
1195675000,29,18,fd7b002f
1195685000,29,19,0258ffb5
1195695000,29,20,fed8ff0d
1195705000,29,21,ffe50119
1195715000,29,22,0092002c
1195725000,29,23,ffe9ffd8
1195735000,29,24,0177ff3f
1195745000,29,25,ff0e011d
1195755000,29,26,ff08ff49
1195765000,29,27,00a1018c
1195775000,29,28,0091fd1b
1195785000,29,29,fee00283
1195795000,29,30,0115fee8
1195805000,29,31,fee7ffe1
1200885000,30,0,000700e2
1200895000,30,1,ffe1fe96
1200905000,30,2,000a0195
1200915000,30,3,0071ffde
1200925000,30,4,ff2dffb1
1200935000,30,5,0249006d
1200945000,30,6,fea1fff2
1200955000,30,7,fee2ff88
1200965000,30,8,01d70006
1200975000,30,9,ffcb00a8
1200985000,30,10,ff05fd6c
1200995000,30,11,000e0371
1201005000,30,12,ffeefe16
1201015000,30,13,019fffaf
1201025000,30,14,fdf300d2
1201035000,30,15,0174fefe
1201045000,30,16,ffdd012a
1201055000,30,17,00d7feee
1201065000,30,18,fdd6009d
1201075000,30,19,000d0084
1201085000,30,20,0003febd
1201095000,30,21,fee700e7
1201105000,30,22,0413fff8
1201115000,30,23,fcd0feca
1201125000,30,24,00e901b6
1201135000,30,25,ff39ff7c
1201145000,30,26,013fffc2
1201155000,30,27,ffe400cd
1201165000,30,28,ff4600ac
1201175000,30,29,001dfddd
1201185000,30,30,008d00fc
1201195000,30,31,ff62ff78
1206275000,31,0,fe05ff1e
1206285000,31,1,03b2ff97
1206295000,31,2,fb7c00f4
1206305000,31,3,037cfeae
1206315000,31,4,ffb900ae
1206325000,31,5,ffc2ffa7
1206335000,31,6,00190204
1206345000,31,7,ff4bfe43
1206355000,31,8,fffd0053
1206365000,31,9,00a3ffe8
1206375000,31,10,fe760006
1206385000,31,11,010b00c7
1206395000,31,12,018ffe86
1206405000,31,13,ff1300cd
1206415000,31,14,0054ff36
1206425000,31,15,fec400e8
1206435000,31,16,017bfeb4
1206445000,31,17,fe4600a5
1206455000,31,18,00de01d6
1206465000,31,19,ff9efe12
1206475000,31,20,ffc5ffbe
1206485000,31,21,004e013d
1206495000,31,22,00fbff16
1206505000,31,23,ff23001b
1206515000,31,24,ff67ffbf
1206525000,31,25,00b9018c
1206535000,31,26,0090feac
1206545000,31,27,ffc70075
1206555000,31,28,ffd7ff9a
1206565000,31,29,fec9ff5f
1206575000,31,30,01d00094
1206585000,31,31,ff42012e
1211665000,32,0,00850156
1211675000,32,1,0021fdec
1211685000,32,2,01460171
1211695000,32,3,fde400f1
1211705000,32,4,0031fe5d
1211715000,32,5,01a60238
1211725000,32,6,fe38fdc6
1211735000,32,7,00fe010a
1211745000,32,8,fefcfece
1211755000,32,9,019601dc
1211765000,32,10,fe7efd0f
1211775000,32,11,fffa04cf
1211785000,32,12,0080fd3c
1211795000,32,13,ff8dfed6
1211805000,32,14,018d0272
1211815000,32,15,ff88fd88
1211825000,32,16,ff4501d0
1211835000,32,17,fe8f0042
1211845000,32,18,029eff5f
1211855000,32,19,ffac008b
1211865000,32,20,fe6bff49
1211875000,32,21,00bc002e
1211885000,32,22,00d6ffc6
1211895000,32,23,fe14ff7e
1211905000,32,24,03da02dc
1211915000,32,25,fcc6fdce
1211925000,32,26,01c2ffe9
1211935000,32,27,ff0e0015
1211945000,32,28,00f400a6
1211955000,32,29,fefdfdec
1211965000,32,30,01210232
1211975000,32,31,fe46fe40
1217055000,33,0,0106024a
1217065000,33,1,ff6b0039
1217075000,33,2,0068fed2
1217085000,33,3,0049006e
1217095000,33,4,fe150071
1217105000,33,5,02e5ffc2
1217115000,33,6,feb2fe82
1217125000,33,7,005a02e8
1217135000,33,8,feb2fdc8
1217145000,33,9,00a40092
1217155000,33,10,0063feae
1217165000,33,11,006102ba
1217175000,33,12,ff48fde6
1217185000,33,13,ff9afff0
1217195000,33,14,00a70182
1217205000,33,15,004fff83
1217215000,33,16,ff42ffdc
1217225000,33,17,0015ffc9
1217235000,33,18,ffa0fffe
1217245000,33,19,011d0054
1217255000,33,20,fdc30069
1217265000,33,21,02c5fef0
1217275000,33,22,ff2e00c8
1217285000,33,23,fec6fea6
1217295000,33,24,026e0322
1217305000,33,25,fdd0fda8
1217315000,33,26,01810132
1217325000,33,27,fec10014
1217335000,33,28,00a0fe60
1217345000,33,29,009000f2
1217355000,33,30,00e5ff84
1217365000,33,31,fdc1fe5f
1222445000,34,0,01bafea7
1222455000,34,1,fea8028a
1222465000,34,2,00ecfdf1
1222475000,34,3,ff0b0185
1222485000,34,4,ff24fdf4
1222495000,34,5,0296026a
1222505000,34,6,fed8ff87
1222515000,34,7,0061ffbd
1222525000,34,8,ff720072
1222535000,34,9,ff5dff2b
1222545000,34,10,0163ff86
1222555000,34,11,fe5b004f
1222565000,34,12,00fd009a
1222575000,34,13,00adfda6
1222585000,34,14,fe4d03a2
1222595000,34,15,01c7fe77
1222605000,34,16,fde8003d
1222615000,34,17,01e2ffdc
1222625000,34,18,fee20027
1222635000,34,19,0069003f
1222645000,34,20,ffd6fed0
1222655000,34,21,ffc8011a
1222665000,34,22,00180081
1222675000,34,23,ffbbfd97
1222685000,34,24,01c8034a
1222695000,34,25,ff81ff13
1222705000,34,26,ff1bff42
1222715000,34,27,007dffb5
1222725000,34,28,ffbd0042
1222735000,34,29,ff35009a
1222745000,34,30,03470016
1222755000,34,31,fcc9ff25
1227835000,35,0,014601d3
1227845000,35,1,febaff5d
1227855000,35,2,017d00aa
1227865000,35,3,fe6000dc
1227875000,35,4,0096fdc2
1227885000,35,5,00740214
1227895000,35,6,006dff1e
1227905000,35,7,ff53fff7
1227915000,35,8,ff4d0082
1227925000,35,9,013effa1
1227935000,35,10,fe29ffe7
1227945000,35,11,02b200f3
1227955000,35,12,fdc3fe2b
1227965000,35,13,017aff33
1227975000,35,14,ff4202a7
1227985000,35,15,004cff02
1227995000,35,16,ffce0017
1228005000,35,17,ff4e0027
1228015000,35,18,ff85011a
1228025000,35,19,0220fe62
1228035000,35,20,fdd6ff72
1228045000,35,21,02700160
1228055000,35,22,fe170016
1228065000,35,23,ffdbfedf
1228075000,35,24,01c70094
1228085000,35,25,fef601e7
1228095000,35,26,0019fca1
1228105000,35,27,ffca028f
1228115000,35,28,00f9ff51
1228125000,35,29,fec6ffb5
1228135000,35,30,01b60109
1228145000,35,31,fe1afd20
1233225000,36,0,007801e9
1233235000,36,1,0086ff40
1233245000,36,2,ffbeff5c
1233255000,36,3,ffd50279
1233265000,36,4,ff49fe54
1233275000,36,5,036300b5
1233285000,36,6,fd64ff56
1233295000,36,7,004100d0
1233305000,36,8,ffe6fee9
1233315000,36,9,ffc10056
1233325000,36,10,0098ff8a
1233335000,36,11,ff7d01ab
1233345000,36,12,001dfe0d
1233355000,36,13,000900b8
1233365000,36,14,003bfff6
1233375000,36,15,001b004d
1233385000,36,16,ff960065
1233395000,36,17,01c2ff9c
1233405000,36,18,fce2fff2
1233415000,36,19,01490037
1233425000,36,20,0025ff80
1233435000,36,21,ffebff65
1233445000,36,22,00360222
1233455000,36,23,fe3dfd12
1233465000,36,24,050003c1
1233475000,36,25,fb8bfdce
1233485000,36,26,00fc00c0
1233495000,36,27,00a1ff19
1233505000,36,28,ff310037
1233515000,36,29,018d0086
1233525000,36,30,0067002a
1233535000,36,31,fd93fdc5
1238615000,37,0,01fd02a1
1238625000,37,1,ff40ff2d
1238635000,37,2,00d0ffc6
1238645000,37,3,ff04ffc6
1238655000,37,4,fee20245
1238665000,37,5,0294fde9
1238675000,37,6,fe37ff69
1238685000,37,7,00960156
1238695000,37,8,ff9eff98
1238705000,37,9,ffd6ffdb
1238715000,37,10,00daff01
1238725000,37,11,ff300373
1238735000,37,12,00b5fcaf
1238745000,37,13,ff520074
1238755000,37,14,0188006e
1238765000,37,15,fefeffda
1238775000,37,16,ff3fff8f
1238785000,37,17,00e8010b
1238795000,37,18,fde0ff8a
1238805000,37,19,02c800ca
1238815000,37,20,fdcaff2b
1238825000,37,21,0186ff8f
1238835000,37,22,ffaf00a1
1238845000,37,23,fed2ff88
1238855000,37,24,025e01dc
1238865000,37,25,fe96fe2d
1238875000,37,26,00b200ab
1238885000,37,27,00040079
1238895000,37,28,fefffeb5
1238905000,37,29,01100054
1238915000,37,30,ff0e0164
1238925000,37,31,ff3afcfc
1244005000,38,0,ff62027c
1244015000,38,1,0190fddc
1244025000,38,2,fe3b015c
1244035000,38,3,006b0058
1244045000,38,4,ff58fe24
1244055000,38,5,00a5019e
1244065000,38,6,00ed0119
1244075000,38,7,ff08fd8c
1244085000,38,8,00ca0252
1244095000,38,9,fff8fe99
1244105000,38,10,fed4ffbd
1244115000,38,11,0025003f
1244125000,38,12,002affc1
1244135000,38,13,0098005f
1244145000,38,14,ff00ff74
1244155000,38,15,016401cf
1244165000,38,16,0094fe6c
1244175000,38,17,fdf600b2
1244185000,38,18,005bff60
1244195000,38,19,00330132
1244205000,38,20,0194fe30
1244215000,38,21,fd490182
1244225000,38,22,00fbff4f
1244235000,38,23,ffdeffaa
1244245000,38,24,01d4005e
1244255000,38,25,fec601ad
1244265000,38,26,ffe6fd3b
1244275000,38,27,00d50243
1244285000,38,28,fec6ff9b
1244295000,38,29,01c6fdfd
1244305000,38,30,fdf80238
1244315000,38,31,00eefd8f
1249395000,39,0,006f0178
1249405000,39,1,fe1afeea
1249415000,39,2,02410061
1249425000,39,3,fdfd008f
1249435000,39,4,ffd0ffda
1249445000,39,5,02a1ff85
1249455000,39,6,fca00051
1249465000,39,7,0298013b
1249475000,39,8,ff77fddb
1249485000,39,9,feaf020d
1249495000,39,10,0189fd55
1249505000,39,11,ffff034d
1249515000,39,12,ffd8fdca
1249525000,39,13,ff52ff4b
1249535000,39,14,015000db
1249545000,39,15,fedd00c3
1249555000,39,16,001fffac
1249565000,39,17,ff9effec
1249575000,39,18,ffe1ff2f
1249585000,39,19,ffef00e5
1249595000,39,20,0058ff2c
1249605000,39,21,009dffdf
1249615000,39,22,ff640263
1249625000,39,23,0108fe99
1249635000,39,24,ff77ffdd
1249645000,39,25,ff0d003d
1249655000,39,26,0065ffb7
1249665000,39,27,0139ff2f
1249675000,39,28,fd74008c
1249685000,39,29,025cfff9
1249695000,39,30,feec024d
1249705000,39,31,00bffd01
1254785000,40,0,00830251
1254795000,40,1,fff6fea9
1254805000,40,2,01000119
1254815000,40,3,ffc3ff46
1254825000,40,4,fd0d01c8
1254835000,40,5,0566fd73
1254845000,40,6,fd20019f
1254855000,40,7,0029ff04
1254865000,40,8,003400e2
1254875000,40,9,fead008b
1254885000,40,10,021bfd92
1254895000,40,11,fe6a040b
1254905000,40,12,015dfc27
1254915000,40,13,fef90023
1254925000,40,14,01a50118
1254935000,40,15,ff160035
1254945000,40,16,ff910017
1254955000,40,17,001eff1d
1254965000,40,18,ffc200fb
1254975000,40,19,ffd7ff6a
1254985000,40,20,0101ff0c
1254995000,40,21,fea40191
1255005000,40,22,0120fea1
1255015000,40,23,fe090072
1255025000,40,24,02a001ea
1255035000,40,25,fed3fecf
1255045000,40,26,ffb7fe2e
1255055000,40,27,01880211
1255065000,40,28,fdbdff11
1255075000,40,29,01c100a1
1255085000,40,30,ff970044
1255095000,40,31,feb4fdf1
1260175000,41,0,02e1ffe9
1260185000,41,1,fe9dffcf
1260195000,41,2,0095ffe3
1260205000,41,3,ff1dff8e
1260215000,41,4,ffdc0132
1260225000,41,5,0213008b
1260235000,41,6,fec4005d
1260245000,41,7,ff9cfd72
1260255000,41,8,01990168
1260265000,41,9,fe4a0167
1260275000,41,10,0161fd42
1260285000,41,11,fd260207
1260295000,41,12,02cbfe9c
1260305000,41,13,ff3cfff1
1260315000,41,14,ffc70110
1260325000,41,15,0113ff1b
1260335000,41,16,fee5016b
1260345000,41,17,01dfff27
1260355000,41,18,fcdbffd3
1260365000,41,19,020900d8
1260375000,41,20,feb8fde6
1260385000,41,21,00bd00d3
1260395000,41,22,00100117
1260405000,41,23,ffa8ffaa
1260415000,41,24,003d0008
1260425000,41,25,00b2008b
1260435000,41,26,ffa7fe00
1260445000,41,27,fff80157
1260455000,41,28,ffbd0050
1260465000,41,29,ffecff79
1260475000,41,30,01a5fffc
1260485000,41,31,fc850015
1265565000,42,0,02a1004d
1265575000,42,1,fe0affd1
1265585000,42,2,0099005d
1265595000,42,3,00e3ffba
1265605000,42,4,fe7fffe0
1265615000,42,5,01d40117
1265625000,42,6,fe51fee0
1265635000,42,7,01d20025
1265645000,42,8,fdd10017
1265655000,42,9,01c20091
1265665000,42,10,febdff2b
1265675000,42,11,0078011e
1265685000,42,12,0082fdfc
1265695000,42,13,ff9a0068
1265705000,42,14,013f0167
1265715000,42,15,fe73ffc5
1265725000,42,16,0057fec5
1265735000,42,17,014600c1
1265745000,42,18,fcad0087
1265755000,42,19,0219fe98
1265765000,42,20,ff47005e
1265775000,42,21,ffaa00a7
1265785000,42,22,02df00aa
1265795000,42,23,fd62fef7
1265805000,42,24,008b0103
1265815000,42,25,0052ff11
1265825000,42,26,00650065
1265835000,42,27,ff4cfe74
1265845000,42,28,002c027a
1265855000,42,29,ff24ff0e
1265865000,42,30,0241ff8b
1265875000,42,31,fd190003
1270955000,43,0,0245013c
1270965000,43,1,ff15007d
1270975000,43,2,0062ff2d
1270985000,43,3,0047ff51
1270995000,43,4,fddf01e1
1271005000,43,5,03a20045
1271015000,43,6,fd8fff2a
1271025000,43,7,feebff95
1271035000,43,8,02de00f3
1271045000,43,9,fe64ff95
1271055000,43,10,0172ff4e
1271065000,43,11,fe0e00a1
1271075000,43,12,00f0fe6c
1271085000,43,13,00af0155
1271095000,43,14,fe6c0113
1271105000,43,15,01b3ff08
1271115000,43,16,febd0006
1271125000,43,17,011300d9
1271135000,43,18,fe7cfdad
1271145000,43,19,01ef0267
1271155000,43,20,fd9bfd6d
1271165000,43,21,016e025b
1271175000,43,22,00bdfef8
1271185000,43,23,fe9d00bb
1271195000,43,24,0090fff7
1271205000,43,25,0044fe4d
1271215000,43,26,fff401cc
1271225000,43,27,ff80ff93
1271235000,43,28,00fe0032
1271245000,43,29,fee1ffd3
1271255000,43,30,01ac002f
1271265000,43,31,fd11fe4c
1276345000,44,0,02f0ff4a
1276355000,44,1,fd6c0080
1276365000,44,2,0171ffaa
1276375000,44,3,ffd80018
1276385000,44,4,fef50055
1276395000,44,5,0361fed7
1276405000,44,6,fe080211
1276415000,44,7,ff02fe1e
1276425000,44,8,006c01d8
1276435000,44,9,0080fefa
1276445000,44,10,0048ff14
1276455000,44,11,ffc00371
1276465000,44,12,ffb7fc44
1276475000,44,13,027a00f6
1276485000,44,14,fc26fff7
1276495000,44,15,0200ff18
1276505000,44,16,00140180
1276515000,44,17,002cffe6
1276525000,44,18,fe4ffeda
1276535000,44,19,019000ae
1276545000,44,20,ff91ffcf
1276555000,44,21,ff470019
1276565000,44,22,017601ff
1276575000,44,23,feb4fc62
1276585000,44,24,00580276
1276595000,44,25,ff84ffac
1276605000,44,26,0174fea8
1276615000,44,27,fe6c014d
1276625000,44,28,013bfeb8
1276635000,44,29,ff5a0106
1276645000,44,30,01700061
1276655000,44,31,fcce000c
1281735000,45,0,00300031
1281745000,45,1,010f0051
1281755000,45,2,fe6afec9
1281765000,45,3,01dc00cf
1281775000,45,4,fd040057
1281785000,45,5,03ddfffa
1281795000,45,6,fe390184
1281805000,45,7,ffb8fc5e
1281815000,45,8,00f7030c
1281825000,45,9,0036ff3b
1281835000,45,10,fe34fed8
1281845000,45,11,00b90154
1281855000,45,12,ff7afe23
1281865000,45,13,0196022c
1281875000,45,14,ffdafe4d
1281885000,45,15,fe6b0197
1281895000,45,16,030efeab
1281905000,45,17,fdb1004f
1281915000,45,18,ff8200f9
1281925000,45,19,ffa0ff5f
1281935000,45,20,00f0fef7
1281945000,45,21,002100aa
1281955000,45,22,008b00b8
1281965000,45,23,feb8feb0
1281975000,45,24,01030180
1281985000,45,25,ff760019
1281995000,45,26,00a4fdfa
1282005000,45,27,ff8b026e
1282015000,45,28,001aff67
1282025000,45,29,0030febc
1282035000,45,30,006e0053
1282045000,45,31,fea5003b
1287125000,46,0,00e5ff14
1287135000,46,1,001bfff7
1287145000,46,2,008a0015
1287155000,46,3,ff41ffeb
1287165000,46,4,ff700011
1287175000,46,5,01e900d7
1287185000,46,6,fec4005c
1287195000,46,7,ffb1fdf4
1287205000,46,8,00db00f1
1287215000,46,9,00ca007c
1287225000,46,10,fe81feb9
1287235000,46,11,ffcd00da
1287245000,46,12,009dfff4
1287255000,46,13,ffdfff51
1287265000,46,14,0028011e
1287275000,46,15,fff1fee3
1287285000,46,16,008d0148
1287295000,46,17,0173fdf7
1287305000,46,18,fb9401f1
1287315000,46,19,0335ffbb
1287325000,46,20,fd96fed9
1287335000,46,21,0193fff9
1287345000,46,22,ffe6017c
1287355000,46,23,ff8bfeee
1287365000,46,24,0157010b
1287375000,46,25,fe2cff9e
1287385000,46,26,02ddff91
1287395000,46,27,fd4d0120
1287405000,46,28,00c9feca
1287415000,46,29,0039008f
1287425000,46,30,0062fe5a
1287435000,46,31,fe6b0243
1292515000,47,0,fd830002
1292525000,47,1,03ea0056
1292535000,47,2,fd44001a
1292545000,47,3,0187ffdb
1292555000,47,4,fe6eff06
1292565000,47,5,002300ac
1292575000,47,6,012800da
1292585000,47,7,ff1dff12
1292595000,47,8,006600e4
1292605000,47,9,ffc3ff53
1292615000,47,10,0026ff9b
1292625000,47,11,fe8f011d
1292635000,47,12,0209fe83
1292645000,47,13,fe960019
1292655000,47,14,01ce0078
1292665000,47,15,fefc0202
1292675000,47,16,0093fd70
1292685000,47,17,fe7a0010
1292695000,47,18,ff580140
1292705000,47,19,01850019
1292715000,47,20,0022fed6
1292725000,47,21,feb10186
1292735000,47,22,00eafe0e
1292745000,47,23,0191023a
1292755000,47,24,fdd0ff7a
1292765000,47,25,0195ff8b
1292775000,47,26,ff6a001f
1292785000,47,27,0065feff
1292795000,47,28,000301d1
1292805000,47,29,feaafdf9
1292815000,47,30,010c01ac
1292825000,47,31,0086fefa
1297905000,48,0,002700a4
1297915000,48,1,0039ff63
1297925000,48,2,01020041
1297935000,48,3,fed60071
1297945000,48,4,fe0cfef8
1297955000,48,5,04a80230
1297965000,48,6,fd18fe36
1297975000,48,7,ff51003d
1297985000,48,8,01590022
1297995000,48,9,fef1ffd2
1298005000,48,10,012bff00
1298015000,48,11,ffc1049f
1298025000,48,12,001efb49
1298035000,48,13,ff7000ef
1298045000,48,14,0082000d
1298055000,48,15,0122ffec
1298065000,48,16,fdcd0040
1298075000,48,17,013b00cf
1298085000,48,18,febefec3
1298095000,48,19,011a0151
1298105000,48,20,ff6effd4
1298115000,48,21,004cfe68
1298125000,48,22,00760182
1298135000,48,23,fe3dfe8b
1298145000,48,24,0407026a
1298155000,48,25,fc3ffdbc
1298165000,48,26,01850184
1298175000,48,27,000bff13
1298185000,48,28,ff9c00b3
1298195000,48,29,ffd0feb9
1298205000,48,30,006800db
1298215000,48,31,ff4cff78
1303295000,49,0,011600f2
1303305000,49,1,00a4004f
1303315000,49,2,fec5fe95
1303325000,49,3,01ac0301
1303335000,49,4,fca9fe4d
1303345000,49,5,04a0ff58
1303355000,49,6,fca400f0
1303365000,49,7,014fff8c
1303375000,49,8,ffdcff50
1303385000,49,9,fee00059
1303395000,49,10,020f000d
1303405000,49,11,ff310188
1303415000,49,12,ff23fe33
1303425000,49,13,0099001c
1303435000,49,14,ffb00036
1303445000,49,15,00df0017
1303455000,49,16,fe9200b0
1303465000,49,17,01bafe6d
1303475000,49,18,fe4f0185
1303485000,49,19,00480075
1303495000,49,20,008bfe5d
1303505000,49,21,ff52004e
1303515000,49,22,0120009e
1303525000,49,23,fe23fe7c
1303535000,49,24,0338035e
1303545000,49,25,fd56fe1b
1303555000,49,26,013500b1
1303565000,49,27,ff5ffe7e
1303575000,49,28,0015015b
1303585000,49,29,0081ff7e
1303595000,49,30,012cff7c
1303605000,49,31,fd6bff55
1308685000,50,0,00740231
1308695000,50,1,ffd1ffeb
1308705000,50,2,00cffed8
1308715000,50,3,fedbffa5
1308725000,50,4,007a007a
1308735000,50,5,015a00c1
1308745000,50,6,fdb8ff1d
1308755000,50,7,01f901bd
1308765000,50,8,fe94fe35
1308775000,50,9,0050020e
1308785000,50,10,ff56fd7f
1308795000,50,11,015c0193
1308805000,50,12,0000fe26
1308815000,50,13,ff0700a1
1308825000,50,14,018101d5
1308835000,50,15,fee6fe14
1308845000,50,16,ff1aff9d
1308855000,50,17,014f01cd
1308865000,50,18,febbff6a
1308875000,50,19,00cf017b
1308885000,50,20,fea4fd92
1308895000,50,21,02b0011b
1308905000,50,22,ff120053
1308915000,50,23,fe3bfde1
1308925000,50,24,02c202c5
1308935000,50,25,fe70fe52
1308945000,50,26,005c021f
1308955000,50,27,ffd2fd55
1308965000,50,28,0036023e
1308975000,50,29,ff8ffdd3
1308985000,50,30,01d10233
1308995000,50,31,fdfefd4e
1314075000,51,0,007affa0
1314085000,51,1,00baffa0
1314095000,51,2,ff4300ef
1314105000,51,3,01b50145
1314115000,51,4,fca4fdff
1314125000,51,5,04890269
1314135000,51,6,fe09fdb9
1314145000,51,7,ffdc0133
1314155000,51,8,ff40ff12
1314165000,51,9,003000cc
1314175000,51,10,0002ff43
1314185000,51,11,015d0059
1314195000,51,12,fe79ffed
1314205000,51,13,007dff48
1314215000,51,14,00fdfff7
1314225000,51,15,ff480193
1314235000,51,16,ff78ff10
1314245000,51,17,0050015e
1314255000,51,18,ff4dfec7
1314265000,51,19,00ddff37
1314275000,51,20,ff0a0181
1314285000,51,21,0161fe13
1314295000,51,22,ffb101a5
1314305000,51,23,fe72fe01
1314315000,51,24,02660452
1314325000,51,25,fe0efd06
1314335000,51,26,018aff87
1314345000,51,27,fe6d01b3
1314355000,51,28,0219000f
1314365000,51,29,fe91fdd4
1314375000,51,30,01f501db
1314385000,51,31,fd2eff09
1319465000,52,0,0064005c
1319475000,52,1,00b201e3
1319485000,52,2,ff23fe28
1319495000,52,3,00de0148
1319505000,52,4,fd6c0047
1319515000,52,5,04f6ff85
1319525000,52,6,fcf3fef3
1319535000,52,7,003a01d4
1319545000,52,8,0024fe17
1319555000,52,9,ffd5017f
1319565000,52,10,ffaaff6d
1319575000,52,11,00c3007c
1319585000,52,12,007dfeab
1319595000,52,13,fea0005b
1319605000,52,14,01260019
1319615000,52,15,ff85ff9d
1319625000,52,16,003a0192
1319635000,52,17,00cc0069
1319645000,52,18,fcd1fddc
1319655000,52,19,02d4ff8c
1319665000,52,20,ff720217
1319675000,52,21,febefe75
1319685000,52,22,02110093
1319695000,52,23,fceefff4
1319705000,52,24,03e6010f
1319715000,52,25,fda5ff35
1319725000,52,26,008600ab
1319735000,52,27,0057fe50
1319745000,52,28,ff35013b
1319755000,52,29,0124008b
1319765000,52,30,ffbaff5d
1319775000,52,31,fed7feab
1324855000,53,0,01010313
1324865000,53,1,ff45fd18
1324875000,53,2,00340173
1324885000,53,3,007d0148
1324895000,53,4,fec7fff8
1324905000,53,5,0118feb5
1324915000,53,6,00bbffe6
1324925000,53,7,ff1900a2
1324935000,53,8,ff04ff44
1324945000,53,9,017000b0
1324955000,53,10,fee2feb3
1324965000,53,11,00e30468
1324975000,53,12,ffd9fade
1324985000,53,13,fff301e9
1324995000,53,14,0092ff14
1325005000,53,15,ff9000e9
1325015000,53,16,00d30039
1325025000,53,17,fea7ff84
1325035000,53,18,ffb6013d
1325045000,53,19,011ffe5c
1325055000,53,20,ff75ffde
1325065000,53,21,ffa6003d
1325075000,53,22,003f0090
1325085000,53,23,ffdbffa0
1325095000,53,24,00ac00b0
1325105000,53,25,000cffe4
1325115000,53,26,0048ff65
1325125000,53,27,ff490060
1325135000,53,28,ffe7012c
1325145000,53,29,0137fcd5
1325155000,53,30,fe0002de
1325165000,53,31,0044fd39
1330245000,54,0,ffb4fef6
1330255000,54,1,0179ffdc
1330265000,54,2,ff2400bd
1330275000,54,3,ffd5fed5
1330285000,54,4,00870338
1330295000,54,5,0057fce2
1330305000,54,6,ffa00102
1330315000,54,7,ffd6feda
1330325000,54,8,ffaa01d4
1330335000,54,9,00e4fec3
1330345000,54,10,ff6100e3
1330355000,54,11,fed00091
1330365000,54,12,0276fe0c
1330375000,54,13,fde100f8
1330385000,54,14,01790002
1330395000,54,15,ffa3ff3d
1330405000,54,16,ff520100
1330415000,54,17,0141ffbe
1330425000,54,18,fed601d1
1330435000,54,19,00a7fdbf
1330445000,54,20,ff31009e
1330455000,54,21,ffc90050
1330465000,54,22,0140fde4
1330475000,54,23,ff90031e
1330485000,54,24,005cfeee
1330495000,54,25,0012ffdb
1330505000,54,26,002dff43
1330515000,54,27,ff8401cf
1330525000,54,28,ffe6febe
1330535000,54,29,ffc7000e
1330545000,54,30,027ffeac
1330555000,54,31,fd2f01c7
1335635000,55,0,ff210057
1335645000,55,1,00c30114
1335655000,55,2,fe8bfed7
1335665000,55,3,016d02b4
1335675000,55,4,fef2fd6b
1335685000,55,5,01da0138
1335695000,55,6,ff45ffa1
1335705000,55,7,ff07ffc2
1335715000,55,8,0067006e
1335725000,55,9,0068ff4c
1335735000,55,10,fefbff30
1335745000,55,11,01d902e8
1335755000,55,12,fdd1fd1f
1335765000,55,13,02b500c7
1335775000,55,14,fdebff0a
1335785000,55,15,00a50233
1335795000,55,16,ffb5ffc1
1335805000,55,17,ffc9fde2
1335815000,55,18,fff90287
1335825000,55,19,ff8dfef4
1335835000,55,20,0146fe4d
1335845000,55,21,feb800ee
1335855000,55,22,00f9022f
1335865000,55,23,fecdfd4e
1335875000,55,24,01b301de
1335885000,55,25,fe6800c6
1335895000,55,26,0069feba
1335905000,55,27,017dff7c
1335915000,55,28,fef7009d
1335925000,55,29,0075ff3b
1335935000,55,30,fe6f0236
1335945000,55,31,01affd51
1341025000,56,0,ff810086
1341035000,56,1,0186ffed
1341045000,56,2,fed3fff2
1341055000,56,3,00dbff3e
1341065000,56,4,fd5e00aa
1341075000,56,5,05cc00d9
1341085000,56,6,fbb7ff5a
1341095000,56,7,00aa0058
1341105000,56,8,ff8aff1a
1341115000,56,9,ffdb0116
1341125000,56,10,007cfddd
1341135000,56,11,fff8050f
1341145000,56,12,00dcfafb
1341155000,56,13,ffe10197
1341165000,56,14,003effbe
1341175000,56,15,ffd8ffcb
1341185000,56,16,ff4700c2
1341195000,56,17,0066ffab
1341205000,56,18,ff4d0022
1341215000,56,19,00a100a0
1341225000,56,20,ffc4fe72
1341235000,56,21,ffe60127
1341245000,56,22,00a50038
